,LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,GLOBAL_DATA_COMPLEXITY,GLOBAL_DATA_DENSITY,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
0,0.06960227272727273,0.10410958904109589,0.08695652173913043,0.03333333333333333,0.07991120976692564,0.10825688073394496,0.10410958904109589,0.12666666666666665,0.09375,0.027027027027027025,0.1717171717171717,0.12013828867761453,0.051903114186851215,0.39,0.09675858732462506,0.0,0.08482142857142856,0.49,0.005176812917445311,0.13268511593118923,0.028020098878858483,0.027138440398488492,0.050631297028440256,0.01,0.028020094372785253,0.027174074546340576,0.41,0.10526315789473684,0.11245674740484429,0.09386617100371746,0.12,0.05165409170052234,0.04851776836678328,0.019187862561356538,0.23529411764705882,0.10846560846560846,0.2961790162550137,0.09942084942084942,1
1,0.021306818181818184,0.010958904109589041,0.028985507246376812,0.011111111111111112,0.04550499445061043,0.022018348623853212,0.010958904109589041,0.16666666666666666,0.017857142857142856,0.0,0.19191919191919193,0.015557476231633536,0.0,0.0,0.008708272859216255,0.0,0.0,0.0,0.0032437206674925546,0.02564376535954696,0.0006557150153144775,0.0032634833390587426,0.0073970156867746465,0.04,0.0006557074367324561,0.0032905184411660586,0.2,0.0221606648199446,0.020761245674740483,0.013011152416356878,0.06,0.007351518668988199,0.007180997974590314,0.008478357875948236,0.1411764705882353,0.02546296296296296,0.7440363099007811,0.009652509652509652,0
2,0.01278409090909091,0.06575342465753425,0.08695652173913043,0.05,0.05771365149833518,0.06972477064220184,0.06575342465753424,0.24,0.0625,0.05405405405405405,0.5151515151515152,0.08556611927398444,0.017301038062283735,0.21,0.029511369134010642,0.1111111111111111,0.06696428571428571,0.6,0.0012666021399480218,0.19499946575488833,0.014802457641221626,0.009790450017176227,0.021043234281341666,0.005,0.01480245161877089,0.009768549482511595,0.24,0.0664819944598338,0.06574394463667821,0.06970260223048326,0.19,0.028245308570323077,0.016939790093905355,0.0071396697902722,0.23529411764705882,0.04365079365079365,0.5277601857715853,0.033783783783783786,0
3,0.0014204545454545455,0.0,0.0,0.0,0.0,0.007339449541284404,0.0,0.3333333333333333,0.004464285714285714,0.0,1.0,0.0,0.0,0.0,0.0009675858732462506,0.0,0.004464285714285714,1.0,0.000900168044914931,0.00961641200983011,2.558492690521496e-05,0.00034352456200618345,0.0011478127789822728,0.11,2.558682965950673e-05,0.00034234125806490215,1.0,0.008310249307479225,0.006920415224913495,0.0,0.2,0.0011607661056297156,0.0011047689191677407,0.00178491744756805,0.07058823529411765,0.0013227513227513227,0.0,0.0009652509652509653,0
4,0.004261363636363636,0.008219178082191782,0.043478260869565216,0.005555555555555556,0.0022197558268590455,0.009174311926605505,0.008219178082191782,0.1933333333333333,0.008928571428571428,0.0045045045045045045,0.494949494949495,0.011235955056179775,0.006920415224913494,0.67,0.006289308176100628,0.0,0.017857142857142856,1.0,0.0010166683486962464,0.02564376535954696,0.00020547621057197724,0.0010305736860185502,0.0026144624410151768,0.04,0.0002054819243425002,0.0010311462981252423,0.75,0.008310249307479225,0.00865051903114187,0.009293680297397768,0.19,0.003482298316889147,0.0021174737617381694,0.004016064257028112,0.1411764705882353,0.006613756613756613,0.19791006966434452,0.006756756756756757,0
5,0.011363636363636364,0.02054794520547945,0.057971014492753624,0.02777777777777778,0.013318534961154274,0.01834862385321101,0.024657534246575342,0.13333333333333333,0.02232142857142857,0.040540540540540536,1.0,0.029386343993085567,0.0,0.0,0.02177068214804064,0.0,0.04464285714285714,1.0,0.0029477286166063057,0.04744096591516187,0.0020394927307691687,0.005496392992098935,0.011031756153551843,0.025,0.002039484260565525,0.0055321980856716585,0.1,0.013850415512465374,0.01730103806228374,0.023234200743494422,0.14,0.014316115302766491,0.009114343583133861,0.013386880856760375,0.21176470588235294,0.023478835978835978,0.28942368587713746,0.02413127413127413,0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0024189646831156266,0.0,0.004464285714285714,1.0,0.0002506111185993412,0.00641094133988674,3.164361407037141e-06,0.0,0.00044637163627088384,0.165,3.166263202012539e-06,6.34983199856124e-05,1.0,0.0,0.0,0.0,0.17,0.0005803830528148578,0.0003682563063892469,0.0004462293618920125,0.023529411764705882,0.0016534391534391533,0.0,0.002413127413127413,0
7,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.000864304235090752,0.0,0.0,0.0009675858732462506,0.1111111111111111,0.004464285714285714,1.0,0.000524928694363485,0.0042739608932578265,2.9494738836025277e-06,0.00017176228100309173,0.00038260425966075756,0.25,2.943769031060306e-06,8.880603633695656e-05,1.0,0.0,0.0,0.0009293680297397769,0.25,0.0003869220352099052,0.0003682563063892469,0.000892458723784025,0.047058823529411764,0.000992063492063492,0.0,0.0009652509652509653,0
8,0.005681818181818182,0.0,0.014492753623188406,0.0,0.004439511653718091,0.0,0.0,0.006666666666666666,0.0,0.0,1.0,0.03025064822817632,0.0,0.0,0.033381712626995644,0.0,0.004464285714285714,1.0,0.009351181360493257,0.03891441393311251,0.004352542033019349,0.014428031604259704,0.02812141308506568,0.025,0.004352550776721161,0.014393849560742212,1.0,0.0,0.0,0.032527881040892194,0.01,0.03366221706326175,0.02458110845148223,0.019187862561356538,0.10588235294117647,0.025793650793650792,0.05784251636056576,0.033301158301158304,1
9,0.0,0.013698630136986302,0.0,0.0,0.006659267480577137,0.011009174311926606,0.013698630136986304,0.39999999999999997,0.004464285714285714,0.0,0.16161616161616163,0.010371650821089023,0.017301038062283735,1.0,0.004837929366231253,0.0,0.02232142857142857,0.83,0.0018267518563849278,0.013462976813762153,0.00010178442304702882,0.0010305736860185502,0.0025506950644050507,0.08,0.0001017825257425328,0.0009729156476064254,1.0,0.013850415512465374,0.010380622837370242,0.006505576208178438,0.33,0.002708454246469336,0.0023936659915301047,0.004462293618920124,0.10588235294117647,0.005621693121693121,0.39582013932868904,0.004826254826254826,0
