,FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,PH,Sulphates,Alcohol,Class
0,0.3157894736842105,0.11764705882352941,0.5342465753424657,0.0431266846361186,0.13793103448275862,0.15140845070422534,0.2945368171021378,0.30775018811135624,0.7142857142857144,0.3488372093023256,0.709677419354839,0
1,0.3157894736842105,0.1323529411764706,0.5068493150684932,0.0431266846361186,0.08620689655172416,0.08098591549295775,0.2209026128266033,0.32279909706545595,0.4183673469387754,0.3837209302325581,0.5483870967741937,0
2,0.2894736842105263,0.33823529411764697,0.5068493150684932,0.11859838274932613,0.1120689655172414,0.04929577464788733,0.19714964370546317,0.30775018811135624,0.33673469387755084,0.1511627906976744,0.4838709677419355,0
3,0.39473684210526316,0.3529411764705882,0.4794520547945205,0.07008086253369272,0.09051724137931035,0.11267605633802816,0.22565320665083136,0.2626034612490571,0.26530612244897966,0.569767441860465,0.6935483870967745,0
4,0.42105263157894746,0.14705882352941171,0.410958904109589,0.037735849056603765,0.19827586206896558,0.11619718309859156,0.35154394299287417,0.45071482317531775,0.3265306122448979,0.3604651162790698,0.3225806451612905,0
5,0.3157894736842105,0.24999999999999997,0.3835616438356164,0.021563342318059307,0.24137931034482762,0.11971830985915494,0.24940617577197152,0.32279909706545595,0.510204081632653,0.4186046511627906,0.4838709677419355,0
6,0.26315789473684215,0.11764705882352941,0.4383561643835616,0.021563342318059307,0.19396551724137934,0.05633802816901408,0.1496437054631829,0.2927012791572565,0.4897959183673466,0.27906976744186046,0.467741935483871,0
7,0.2894736842105263,0.2647058823529411,0.3150684931506849,0.30727762803234504,0.1206896551724138,0.07746478873239436,0.24940617577197152,0.24003009781790752,0.38775510204081653,0.31395348837209297,0.741935483870968,0
8,0.381578947368421,0.14705882352941171,0.4794520547945205,0.037735849056603765,0.13362068965517243,0.09154929577464789,0.16152019002375298,0.20240782543265823,0.4285714285714284,0.17441860465116277,0.7580645161290325,0
9,0.368421052631579,0.3529411764705882,0.452054794520548,0.03234501347708896,0.12931034482758624,0.0528169014084507,0.11876484560570072,0.30775018811135624,0.4795918367346941,0.49999999999999994,0.6451612903225807,0
10,0.35526315789473695,0.2352941176470588,0.4383561643835616,0.053908355795148244,0.09913793103448278,0.14788732394366197,0.2779097387173397,0.21745673438675794,0.4285714285714284,0.20930232558139533,0.741935483870968,0
11,0.35526315789473695,0.19117647058823525,0.4383561643835616,0.05929919137466308,0.09482758620689656,0.15140845070422534,0.2779097387173397,0.20993227990970809,0.4183673469387754,0.22093023255813948,0.741935483870968,0
12,0.4342105263157895,0.1323529411764706,0.4246575342465753,0.053908355795148244,0.1206896551724138,0.1619718309859155,0.30641330166270786,0.3378480060195699,0.37755102040816313,0.25581395348837205,0.5645161290322582,0
13,0.5789473684210527,0.2720588235294118,0.4794520547945205,0.026954177897574122,0.09482758620689656,0.0352112676056338,0.14489311163895488,0.3152746425884061,0.11224489795918391,0.16279069767441856,0.5483870967741937,0
14,0.3026315789473685,0.2352941176470588,0.4246575342465753,0.37196765498652284,0.1120689655172414,0.15140845070422534,0.43705463182897863,0.6538750940556781,0.6224489795918369,0.372093023255814,0.27419354838709675,0
15,0.25,0.32352941176470584,0.7534246575342467,0.1132075471698113,0.13793103448275862,0.14788732394366197,0.3800475059382423,0.39804364183595453,0.46938775510204067,0.4069767441860464,0.467741935483871,0
16,0.3026315789473685,0.2352941176470588,0.4246575342465753,0.37196765498652284,0.1120689655172414,0.15140845070422534,0.43705463182897863,0.6538750940556781,0.6224489795918369,0.372093023255814,0.27419354838709675,0
17,0.3421052631578947,0.16176470588235295,0.4794520547945205,0.06469002695417789,0.09913793103448278,0.0880281690140845,0.1828978622327791,0.34537246049661974,0.3163265306122449,0.372093023255814,0.4516129032258067,0
18,0.2763157894736842,0.38235294117647056,0.4383561643835616,0.21024258760107814,0.09482758620689656,0.04929577464788733,0.14489311163895488,0.34537246049661974,0.5510204081632653,0.4186046511627906,0.6451612903225807,0
19,0.48684210526315796,0.20588235294117643,0.5068493150684932,0.3935309973045822,0.13362068965517243,0.1443661971830986,0.31591448931116395,0.4732881866064673,0.2857142857142856,0.11627906976744184,0.5645161290322582,0
20,0.25,0.3529411764705882,0.3150684931506849,0.0431266846361186,0.10344827586206896,0.11619718309859156,0.24940617577197152,0.20240782543265823,0.4591836734693877,0.2325581395348837,0.709677419354839,0
21,0.25,0.3529411764705882,0.3150684931506849,0.0431266846361186,0.10344827586206896,0.11619718309859156,0.24940617577197152,0.20240782543265823,0.4591836734693877,0.2325581395348837,0.709677419354839,0
22,0.32894736842105265,0.5588235294117646,0.2328767123287671,0.09164420485175201,0.09482758620689656,0.07042253521126761,0.1876484560570071,0.1873589164785585,0.2448979591836733,0.25581395348837205,0.741935483870968,0
23,0.2763157894736842,0.20588235294117643,0.5753424657534245,0.20754716981132074,0.1120689655172414,0.09154929577464789,0.2636579572446556,0.3528969149736696,0.5204081632653064,0.12790697674418605,0.5645161290322582,0
24,0.3421052631578947,0.14705882352941171,0.5068493150684932,0.037735849056603765,0.1120689655172414,0.1056338028169014,0.2185273159144893,0.3528969149736696,0.4897959183673466,0.4302325581395348,0.5161290322580645,0
25,0.26315789473684215,0.24999999999999997,0.3287671232876712,0.037735849056603765,0.07758620689655173,0.1056338028169014,0.2042755344418052,0.30775018811135624,0.46938775510204067,0.25581395348837205,0.5,0
26,0.26315789473684215,0.24999999999999997,0.3287671232876712,0.037735849056603765,0.07758620689655173,0.1056338028169014,0.2042755344418052,0.30775018811135624,0.46938775510204067,0.25581395348837205,0.5,0
27,0.368421052631579,0.2647058823529411,0.7945205479452053,0.037735849056603765,0.10775862068965518,0.12323943661971831,0.23990498812351543,0.3528969149736696,0.510204081632653,0.22093023255813948,0.5,0
28,0.381578947368421,0.19117647058823525,0.49315068493150677,0.09164420485175201,0.06034482758620689,0.06338028169014084,0.19239904988123516,0.24003009781790752,0.3163265306122449,0.18604651162790697,0.5483870967741937,0
29,0.3421052631578947,0.19117647058823525,0.3561643835616438,0.07547169811320756,0.07758620689655173,0.07394366197183098,0.2850356294536817,0.21745673438675794,0.3265306122448979,0.45348837209302323,0.741935483870968,0
30,0.21052631578947367,0.17647058823529413,0.3561643835616438,0.037735849056603765,0.08189655172413794,0.02464788732394366,0.1377672209026128,0.25507900677200723,0.4183673469387754,0.16279069767441856,0.467741935483871,0
31,0.1842105263157895,0.16176470588235295,0.3424657534246575,0.037735849056603765,0.07758620689655173,0.02464788732394366,0.13539192399049882,0.25507900677200723,0.4183673469387754,0.17441860465116277,0.467741935483871,0
32,0.5657894736842106,0.2647058823529411,0.273972602739726,0.8355795148247978,0.26724137931034486,0.1267605633802817,0.42280285035629456,0.8194130925507892,0.18367346938775508,0.3255813953488372,0.2903225806451615,1
33,0.21052631578947367,0.2352941176470588,0.5890410958904109,0.1509433962264151,0.07327586206896554,0.0,0.2137767220902613,0.3152746425884061,0.704081632653061,0.2441860465116279,0.596774193548387,1
34,0.2763157894736842,0.3970588235294117,0.3972602739726027,0.2695417789757412,0.09913793103448278,0.01056338028169014,0.18527315914489312,0.4206170052671183,0.4387755102040818,0.22093023255813948,0.4838709677419355,0
35,0.2763157894736842,0.3970588235294117,0.3972602739726027,0.2695417789757412,0.09913793103448278,0.01056338028169014,0.18527315914489312,0.4206170052671183,0.4387755102040818,0.22093023255813948,0.4838709677419355,0
36,0.368421052631579,0.32352941176470584,0.6575342465753424,0.21563342318059298,0.10344827586206896,0.04225352112676056,0.2042755344418052,0.3378480060195699,0.4285714285714284,0.5348837209302326,0.709677419354839,0
37,0.39473684210526316,0.2205882352941176,0.5205479452054795,0.7277628032345013,0.19827586206896558,0.15492957746478872,0.4109263657957245,0.8118886380737393,0.1428571428571428,0.30232558139534876,0.16129032258064524,0
38,0.39473684210526316,0.2205882352941176,0.5205479452054795,0.7277628032345013,0.19827586206896558,0.15492957746478872,0.4109263657957245,0.8118886380737393,0.1428571428571428,0.30232558139534876,0.16129032258064524,0
